scope,parameter,description,value,unit,evidence_type,species,source,rationale,confidence,calibration_priority,code_location,evidence_scope,literature_value,comparison_to_literature,source_url,scope_zh,description_zh,unit_zh,evidence_type_zh,species_zh,rationale_zh,confidence_zh,calibration_priority_zh,evidence_scope_zh,literature_value_zh,comparison_to_literature_zh
human_region:brain_occipital,vascular_ml,Occipital cortex: vascular_ml,27,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：枕叶皮层,枕叶皮层：血管容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brain_occipital,isf_ml,Occipital cortex: isf_ml,145,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：枕叶皮层,枕叶皮层：组织间液容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brain_occipital,ps_ml_h,Occipital cortex: ps_ml_h,0.0435,mL/h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：枕叶皮层,枕叶皮层：通透性-表面积乘积,mL/h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_occipital,kp,Occipital cortex: kp,0.043,dimensionless,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：枕叶皮层,枕叶皮层：组织-血浆分配系数,无量纲,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_occipital,internalization_half_life_h,Occipital cortex: internalization_half_life_h,48,h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：枕叶皮层,枕叶皮层：内化半衰期,h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_occipital,episome_half_life_days,Occipital cortex: episome_half_life_days,365,day,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：枕叶皮层,枕叶皮层：游离体半衰期,d,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_deep_gray,flow_fraction,Deep gray nuclei: flow_fraction,0.018,fraction of cardiac output,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：深部灰质核团,深部灰质核团：血流分数,心输出量分数,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brain_deep_gray,vascular_ml,Deep gray nuclei: vascular_ml,27,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：深部灰质核团,深部灰质核团：血管容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brain_deep_gray,isf_ml,Deep gray nuclei: isf_ml,150,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：深部灰质核团,深部灰质核团：组织间液容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brain_deep_gray,ps_ml_h,Deep gray nuclei: ps_ml_h,0.018,mL/h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：深部灰质核团,深部灰质核团：通透性-表面积乘积,mL/h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_deep_gray,kp,Deep gray nuclei: kp,0.028,dimensionless,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：深部灰质核团,深部灰质核团：组织-血浆分配系数,无量纲,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_deep_gray,internalization_half_life_h,Deep gray nuclei: internalization_half_life_h,60,h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：深部灰质核团,深部灰质核团：内化半衰期,h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_deep_gray,episome_half_life_days,Deep gray nuclei: episome_half_life_days,365,day,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：深部灰质核团,深部灰质核团：游离体半衰期,d,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_cerebellum,flow_fraction,Cerebellum: flow_fraction,0.014,fraction of cardiac output,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：小脑,小脑：血流分数,心输出量分数,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brain_cerebellum,vascular_ml,Cerebellum: vascular_ml,22,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：小脑,小脑：血管容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brain_cerebellum,isf_ml,Cerebellum: isf_ml,125,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：小脑,小脑：组织间液容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brain_cerebellum,ps_ml_h,Cerebellum: ps_ml_h,0.0225,mL/h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：小脑,小脑：通透性-表面积乘积,mL/h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_cerebellum,kp,Cerebellum: kp,0.035,dimensionless,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：小脑,小脑：组织-血浆分配系数,无量纲,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_cerebellum,internalization_half_life_h,Cerebellum: internalization_half_life_h,54,h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：小脑,小脑：内化半衰期,h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brain_cerebellum,episome_half_life_days,Cerebellum: episome_half_life_days,365,day,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：小脑,小脑：游离体半衰期,d,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brainstem_spinal,flow_fraction,Brainstem and spinal cord: flow_fraction,0.01,fraction of cardiac output,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：脑干与脊髓,脑干与脊髓：血流分数,心输出量分数,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brainstem_spinal,vascular_ml,Brainstem and spinal cord: vascular_ml,18,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：脑干与脊髓,脑干与脊髓：血管容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brainstem_spinal,isf_ml,Brainstem and spinal cord: isf_ml,120,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：脑干与脊髓,脑干与脊髓：组织间液容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:brainstem_spinal,ps_ml_h,Brainstem and spinal cord: ps_ml_h,0.012,mL/h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：脑干与脊髓,脑干与脊髓：通透性-表面积乘积,mL/h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brainstem_spinal,kp,Brainstem and spinal cord: kp,0.024,dimensionless,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：脑干与脊髓,脑干与脊髓：组织-血浆分配系数,无量纲,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brainstem_spinal,internalization_half_life_h,Brainstem and spinal cord: internalization_half_life_h,72,h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：脑干与脊髓,脑干与脊髓：内化半衰期,h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:brainstem_spinal,episome_half_life_days,Brainstem and spinal cord: episome_half_life_days,365,day,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：脑干与脊髓,脑干与脊髓：游离体半衰期,d,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:heart,flow_fraction,Heart: flow_fraction,0.04,fraction of cardiac output,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：心脏,心脏：血流分数,心输出量分数,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:heart,vascular_ml,Heart: vascular_ml,110,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：心脏,心脏：血管容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:heart,isf_ml,Heart: isf_ml,230,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：心脏,心脏：组织间液容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:heart,ps_ml_h,Heart: ps_ml_h,4.6,mL/h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：心脏,心脏：通透性-表面积乘积,mL/h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:heart,kp,Heart: kp,0.7,dimensionless,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：心脏,心脏：组织-血浆分配系数,无量纲,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:heart,internalization_half_life_h,Heart: internalization_half_life_h,24,h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：心脏,心脏：内化半衰期,h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:heart,episome_half_life_days,Heart: episome_half_life_days,300,day,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：心脏,心脏：游离体半衰期,d,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:liver,flow_fraction,Liver: flow_fraction,0.06,fraction of cardiac output,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：肝脏,肝脏：血流分数,心输出量分数,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:liver,vascular_ml,Liver: vascular_ml,420,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：肝脏,肝脏：血管容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:liver,isf_ml,Liver: isf_ml,1050,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：肝脏,肝脏：组织间液容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:liver,ps_ml_h,Liver: ps_ml_h,47.25,mL/h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：肝脏,肝脏：通透性-表面积乘积,mL/h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:liver,kp,Liver: kp,1.6,dimensionless,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：肝脏,肝脏：组织-血浆分配系数,无量纲,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:liver,internalization_half_life_h,Liver: internalization_half_life_h,8,h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：肝脏,肝脏：内化半衰期,h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:liver,episome_half_life_days,Liver: episome_half_life_days,1095,day,literature-constrained prior,reference human,"Fong et al. 2022, PMCID:PMC9018415",Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,comparative-prior,transcriptionally competent liver episomes detected 2.6-4.1 y post-dose,"updated from 120 to 1095 d; conservative effective persistence prior, not a fitted half-life",https://pmc.ncbi.nlm.nih.gov/articles/PMC9018415/,人体分区：肝脏,肝脏：游离体半衰期,d,文献约束先验,参考成人,区域转运与转导的探索性先验,低,高,同条件比较形成的先验,transcriptionally competent liver episomes detected 2.6-4.1 y post-dose,"updated from 120 to 1095 d; conservative effective persistence prior, not a fitted half-life"
human_region:spleen,flow_fraction,Spleen: flow_fraction,0.03,fraction of cardiac output,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：脾脏,脾脏：血流分数,心输出量分数,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:spleen,vascular_ml,Spleen: vascular_ml,45,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：脾脏,脾脏：血管容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:spleen,isf_ml,Spleen: isf_ml,115,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：脾脏,脾脏：组织间液容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:spleen,ps_ml_h,Spleen: ps_ml_h,4.025,mL/h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：脾脏,脾脏：通透性-表面积乘积,mL/h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:spleen,kp,Spleen: kp,1.25,dimensionless,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：脾脏,脾脏：组织-血浆分配系数,无量纲,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:spleen,internalization_half_life_h,Spleen: internalization_half_life_h,8,h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：脾脏,脾脏：内化半衰期,h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:spleen,episome_half_life_days,Spleen: episome_half_life_days,150,day,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：脾脏,脾脏：游离体半衰期,d,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:kidney_left_cortex,flow_fraction,Left kidney cortex: flow_fraction,0.06,fraction of cardiac output,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：左肾皮质,左肾皮质：血流分数,心输出量分数,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:kidney_left_cortex,vascular_ml,Left kidney cortex: vascular_ml,55,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：左肾皮质,左肾皮质：血管容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:kidney_left_cortex,isf_ml,Left kidney cortex: isf_ml,85,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：左肾皮质,左肾皮质：组织间液容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:kidney_left_cortex,ps_ml_h,Left kidney cortex: ps_ml_h,2.55,mL/h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：左肾皮质,左肾皮质：通透性-表面积乘积,mL/h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:kidney_left_cortex,kp,Left kidney cortex: kp,0.85,dimensionless,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：左肾皮质,左肾皮质：组织-血浆分配系数,无量纲,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:kidney_left_cortex,internalization_half_life_h,Left kidney cortex: internalization_half_life_h,18,h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：左肾皮质,左肾皮质：内化半衰期,h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:kidney_left_cortex,episome_half_life_days,Left kidney cortex: episome_half_life_days,90,day,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：左肾皮质,左肾皮质：游离体半衰期,d,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:kidney_left_medulla,flow_fraction,Left kidney medulla: flow_fraction,0.035,fraction of cardiac output,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：左肾髓质,左肾髓质：血流分数,心输出量分数,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:kidney_left_medulla,vascular_ml,Left kidney medulla: vascular_ml,32,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：左肾髓质,左肾髓质：血管容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:kidney_left_medulla,isf_ml,Left kidney medulla: isf_ml,58,mL,scaled,reference human,ICRP Publication 89 (2002); Jones and Rowland-Yeo 2013; Shah and Betts 2012/2013,Region-resolved reference geometry,medium-low,medium,model/human_spatial_pbpk.py:REGIONS,physiology-scaled,,,https://www.icrp.org/publication.asp?id=icrp%20publication%2089; https://pmc.ncbi.nlm.nih.gov/articles/PMC6890583/,人体分区：左肾髓质,左肾髓质：组织间液容积,mL,缩放值,参考成人,分区参考解剖几何,中低,中,生理学缩放证据,,
human_region:kidney_left_medulla,ps_ml_h,Left kidney medulla: ps_ml_h,1.044,mL/h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：左肾髓质,左肾髓质：通透性-表面积乘积,mL/h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:kidney_left_medulla,kp,Left kidney medulla: kp,0.7,dimensionless,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：左肾髓质,左肾髓质：组织-血浆分配系数,无量纲,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:kidney_left_medulla,internalization_half_life_h,Left kidney medulla: internalization_half_life_h,24,h,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：左肾髓质,左肾髓质：内化半衰期,h,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
human_region:kidney_left_medulla,episome_half_life_days,Left kidney medulla: episome_half_life_days,90,day,assumed,reference human,Current model structural prior; requires project-specific calibration,Exploratory regional transport/transduction prior,low,high,model/human_spatial_pbpk.py:REGIONS,structural/design,,,,人体分区：左肾髓质,左肾髓质：游离体半衰期,d,假设值,参考成人,区域转运与转导的探索性先验,低,高,模型结构或设计输入,,
